Start of shift (6:00 - 14:00),Column1,_1
360.43451136368856,360.4345114, 363.69729507220075
361.4449582528039,361.4449583, 365.4697787726321
368.6295059030473,368.6295059, 371.33299687553784
379.72222917379594,379.7222292, 382.90573615698287
378.89745347346127,378.8974535, 384.3434462647469
382.4086997509393,382.4086998, 387.2896377208994
384.50002429122185,384.5000243, 388.24781547046103
386.27885571043316,386.2788557, 390.9500304884882
387.37169420528994,387.3716942, 392.1955071928513
393.8442047196802,393.8442047, 397.76523297534305
407.1493420074558,407.149342, 410.5166343281759
414.4359995384357,414.4359995, 415.9486827136122
419.5835302941154,419.5835303, 422.2950312758253
428.8835867303986,428.8835867, 431.1703485293265
429.5654693075919,429.5654693, 432.7323657005418
430.1484992008093,430.1484992, 434.3414221628342
433.3066822182657,433.3066822, 436.61765227030963
438.16080214186485,438.1608021, 441.21735846537473
439.95017224496223,439.9501722, 443.1505177593206
438.0600308374974,438.0600308, 443.605795610163
440.1497262084244,440.1497262, 444.7240216381785
460.926285718548,460.9262857, 463.09281204661255
463.82359501704184,463.823595, 465.3701932943874
465.3616496037121,465.3616496, 469.2766551189141
466.3946151815347,466.3946152, 469.93632472112796
472.92327116837964,472.9232712, 475.20180473175594
472.0694567698355,472.0694568, 476.16524375719774
478.4343113567051,478.4343114, 480.7458636845398
488.0880226353757,488.0880226, 489.0262262022879
485.1563994584797,485.1563995, 489.1973762476
485.63325984716624,485.6332598, 491.7740811258798
485.3924049838394,485.392405, 491.7822900905403
490.3543125532466,490.3543126, 492.91020899636334
489.055750046028,489.05575, 494.69169154317996
490.81917937709994,490.8191794, 495.2407323204674
491.17993252017646,491.7822901, 495.5778913034675
491.17730974819756,491.7740811, 496.01004769054896
491.39212099360293,492.910209, 497.4989613557999
493.7762050924817,494.6916915, 497.6553398770309
495.1199504758063,496.0100477, 497.7238593232799
494.9086891360809,495.5778913, 498.2913807109524
494.1924093491567,495.2407323, 498.6594904182358
500.0560301981269,500.0560302, 503.94178494259046
499.5669782258744,499.5669782, 505.21692134171803
503.68895127497973,503.6889513, 506.50259376774244
505.75353746499684,505.7535375, 507.31027391466705
506.6868396558654,506.6868397, 508.5825527139223
506.3870195359397,506.3870195, 510.3889756867178
508.0898426824337,508.0898427, 512.913068027287
510.32382323364374,510.3238232, 514.4526578112536
511.29955819547473,511.2995582, 516.0750942309626
511.4670341403666,511.4670341, 516.9023824511786
514.1422493602628,514.1422494, 518.2697501460533
516.9646952518523,516.9646953, 519.1028925600132
516.3195904214397,516.3195904, 519.336835441602
514.5799081090877,514.5799081, 519.3568437228283
516.8034484161273,516.8034484, 519.3999206582838
517.614826803915,518.2697501, 522.3322404793277
517.7795638864101,519.1028926, 522.4145877383338
519.0132814770423,519.3368354, 523.1318527507518
519.0495388967784,519.3568437, 523.2744982986238
520.572113570349,522.3322405, 524.7700049128827
520.5033186972029,520.5033187, 524.9305604402406
523.9062411551854,523.9062412, 525.8758883637355
520.7773046887812,522.4145877, 526.460691344582
523.5912266417879,523.5912266, 527.3029101803369
526.6645177189663,526.6645177, 528.4524618781318
525.6401630254812,525.640163, 529.8250030041221
529.5495247474722,529.5495247, 532.3921592064537
530.3387146704895,530.3387147, 534.0179051581098
532.2785173634221,532.2785174, 534.8082586879196
531.8380775222884,531.8380775, 535.7107275064247
532.4559739885401,532.455974, 536.151255891848
532.590459470779,532.5904595, 537.687173028906
534.8618226064505,534.8618226, 538.4831637280363
535.47929953805,535.4792995, 538.9186592704328
537.425155884946,537.687173, 540.0606912608968
536.0187123384011,536.0187123, 540.8184030916707
536.2133744529898,536.2133745, 541.339419286544
538.0600238335126,538.4831637, 541.8393594249114
538.7399494078998,538.9186593, 543.7373607475454
544.3608808599768,544.3608809, 548.1150053173247
546.0130996003867,546.0130996, 548.4600306349184
548.1095679013101,548.1095679, 550.4621428027609
548.4107221384533,548.4107221, 552.596223278311
