Start of shift (6:00 - 14:00),Column1,_1
361.0564952435256,361.0564952, 362.0271663571006
363.137037320733,363.1370373, 364.62247219622833
367.3227812077084,367.3227812, 368.0315387983976
368.03806209577164,368.0380621, 368.4547287624383
368.8142134122493,368.8142134, 369.7953218000313
368.75769291315623,368.7576929, 370.7352979700675
370.00245801071543,370.002458, 371.0770038025093
370.3456652047168,370.3456652, 371.1170158194653
372.40549141080027,372.4054914, 375.08997379536964
372.7570609821336,372.757061, 375.38009301217994
374.4923617170176,374.4923617, 376.15858830598705
377.38461572602836,377.3846157, 378.2938216046901
377.34524994062116,377.3452499, 378.8582768306155
381.0654936006501,381.0654936, 381.4821602673168
380.1969499011701,380.1969499, 381.4882858722886
381.49741482874725,381.4974148, 382.83625357772434
383.3032261793456,383.3032262, 385.04006750002145
385.38066456472,385.3806646, 386.1128083052555
384.74528705084384,384.7452871, 386.3668313813517
385.0552279914228,385.055228, 387.301448537046
387.27855152464576,387.2785515, 387.904718641029
387.5936086430551,387.5936086, 388.2166844756678
387.46226509766103,387.4622651, 388.98409002539404
387.8869832013367,387.8869832, 389.1701935710872
388.9150303483163,388.9150303, 390.0905429314571
389.879569671869,389.8795697, 390.7086431178718
389.7826537013514,389.7826537, 392.15106711331606
391.4297246747727,391.4297247, 392.72130117608236
392.7272787086303,392.7272787, 393.94954252526503
392.8248192735159,392.8248193, 393.9728904419878
393.6724218036619,393.6724218, 395.1012998872428
394.08034073251207,394.0803407, 395.4841844245168
396.20336608297305,396.2033661, 397.40559971398244
401.59205581773836,401.5920558, 402.00872248440504
401.9601963604624,401.9601964, 403.7598516480869
403.1056667323849,403.1056667, 404.17963791242056
405.05539549472473,405.0553955, 405.5137556873456
403.86702164318183,403.8670216, 405.57003650125256
404.80849785754975,404.8084979, 405.75471894494575
406.29312529524117,406.2931253, 407.03597470482487
405.5427064198615,405.5427064, 407.1370153400907
406.28091544660765,406.2809154, 407.207212510819
406.95222626518915,406.9522263, 407.79674167241666
408.4823080966714,408.4823081, 410.31557498115546
410.3521604898884,410.3521605, 412.1383870931335
411.59968835135896,411.5996884, 412.77368735862086
410.8949787241176,410.8949787, 412.85521868192143
